T,RESIDUALS,SIG_RESID
1999.43053,-0.46413,2.01268
1999.43326,-1.71094,2.01994
1999.43600,-1.59990,2.01558
1999.43874,-1.33503,2.04029
1999.44148,-0.65732,2.09986
1999.44422,-1.60879,2.03883
1999.44695,-0.15544,2.12311
1999.44969,-0.09528,2.09986
1999.45243,-2.03532,2.17688
1999.45517,0.56243,2.02721
1999.45791,0.89997,2.03157
1999.46064,0.11428,2.00977
1999.46338,-1.26463,2.05918
1999.46612,-2.19978,2.00831
1999.46886,-0.51918,2.00686
1999.47159,-1.89383,2.04755
1999.47433,-0.60673,2.01558
1999.47707,-1.09891,2.00250
1999.47981,-1.13835,2.02575
1999.48255,-0.48508,1.99378
1999.48528,-0.97809,2.04319
1999.48802,0.35961,1.99959
1999.49076,-0.69700,2.14491
1999.49350,-0.78891,2.00541
1999.49624,-0.96314,2.20013
1999.49897,-0.49969,2.08388
1999.50171,-0.61256,2.06353
1999.50445,0.73523,2.00686
1999.50719,-0.34931,2.00541
1999.50992,-0.82920,2.02720
1999.51266,1.09356,2.09841
1999.51540,-0.81204,2.05191
1999.51814,0.15800,2.00977
1999.52088,0.47167,2.06063
1999.52361,0.48397,2.06063
1999.52635,-0.20411,2.06934
1999.52909,1.34342,2.01703
1999.53183,0.43157,2.03011
1999.53457,-1.24168,1.99959
1999.53730,-0.90033,1.98070
1999.54004,0.25762,1.95890
1999.54278,0.08116,1.99814
1999.54552,-0.78972,2.04755
1999.54825,-0.88001,2.01848
1999.55099,-2.08873,1.99087
1999.55373,-2.89187,2.05336
1999.55647,1.16155,2.01558
1999.55921,0.20754,2.01412
1999.56194,-0.76691,2.01703
1999.56468,-1.63380,2.06208
1999.56742,-0.88313,1.99378
1999.57016,-1.98992,1.94292
1999.57290,-1.35816,2.00686
1999.57563,0.06214,2.05481
1999.57837,-0.55501,1.98651
1999.58111,-1.37063,1.96181
1999.58385,1.69429,1.97343
1999.58658,0.04474,2.01994
1999.58932,0.39072,2.03447
1999.59206,0.56623,2.04900
1999.59480,0.54327,2.03737
1999.59754,-0.98017,1.97634
1999.60027,0.18690,1.96762
1999.60301,-0.58150,2.09405
1999.60575,-0.94538,2.05917
1999.60849,-0.81775,1.99668
1999.61123,-0.53260,1.96762
1999.61396,-0.04194,1.97198
1999.61670,-0.27376,1.96036
1999.61944,-0.61008,2.05626
1999.62218,-0.38788,1.98361
1999.62446,0.26838,2.59825
1999.62765,-1.54395,1.97198
1999.63039,-0.97323,1.97053
1999.63313,-0.81899,2.00250
1999.63587,-0.61525,1.95890
1999.63860,-1.26799,2.05772
1999.64134,-2.24623,2.07515
1999.64408,0.82504,2.07806
1999.64682,-0.70717,2.05190
